"Study ID","Effect","Coder","Biblio info",,,,"Selectivity info",,,,,,,,,,,"Odds ratio",,"Log odds ratio",,"Raw numbers",,,,"Multivariate Logistic Regression",,,,"Proportions",,,"Nonparametric Tests",,,,,,,,,"Computing d in designs with indpt groups",,,,,,,,,,,,,,,"Computing d in designs with paired groups",,,,,,,,,,,,,,,"Computing d in designs with indpt groups using ANCOVA",,,,,,,,,,,,,,,,,,,,,,,"Computing r w/ indpt grps",,,,,,,,,"Extinction info",,,,,"Ratio survive/extinct","Notes","Chi Square",,,,,,,"Extinction Rate",,,,,"GLM",,,,,"Mean Species Duration/Longevity",,,,
,"#",,"Full citation","In-text Citation","Year","Type","Phylum","Bivalve/ Gastropod","Taxon","Tax level","Aggregate Trait","Trait","Trait category","Aggregate Age/ Event","Age/ Event","Location","Data source","Odds Ratio","Var Odds Ratio","Log odds ratio","Var Lnor","# Ext","# Surv","Total # Ext","Total # Surv","Genera","Victims","Log-odds","C.I. (95%)","Prop ext","Prop surv","Total # sp","Test","N","mean g. 1","mean g. 2","sd g. 1","sd g. 2","Test Statistic","df","P","Y1","Y2","Spool","n1","n2","t","n1","n2","F","n1","n2","p","1 or 2","n1","n2","Y1","Y2","Sdiff","r","n","t","r","n","F","r","n","p","1 or 2","r","n","Y1","Y2","Spool","n1","n2","R","q","t","n1","n2","R","q","F","n1","n2","R","q","p","1 or 2","n1","n2","R","q","r","n","t","n","t","r","p","1 or 2","r","Magnitude","Era","Duration","Geo scope","Cause",,,"x-square","n","df","p (sur/extinct)","% group a extinct","% group b extinct","p (before/after)","n","per-capita extinct/orig",,,,"coefficient","d.f.","p","Note",,"Test type","Trait Type Species Total ","Mean Duration","p","z"
"Hansen 1999 ECR",4,"EO","Hansen, Thor A., Patricia H. Kelley, Vicky D. Melland, and Scott E. Graham. 1999. Effect of climate-related mass extinctions on escalation in molluscs. Geology 27:1139-1142.","Hansen et al. 1999",1999,"PR","Mollusca","Bivalve","bivalve","species","Escalation","Escalation","Valve overlap","K/T","K/T","Ripley Formation (Alabama)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper used a Mann-Whitney U test for tests of significance (0.05 alpha w/ Bonferroni adjustments applied for the number of simultaneous stat comparasons) for relative shell thickness and chi-square for all other considerations; only one test was significant: gastopods at the Plio-Pleistocene (B K/T:0.44; G K/T: 0.36; B EO 0.60; G EO: 0.79; B MM: 0.66; G MM: 0.18; B PP: 0.29; G PP: 0.99)",2.73,135,,">0.05",,,,,,,,,,,,,,,,,,
"Hansen 1999 ECR",1,"EO","Hansen, Thor A., Patricia H. Kelley, Vicky D. Melland, and Scott E. Graham. 1999. Effect of climate-related mass extinctions on escalation in molluscs. Geology 27:1139-1142.","Hansen et al. 1999",1999,"PR","Mollusca","Gastropod","gastropod","species","Shell Thickness","Shell Thickness","Thickness","K/T","K/T","Ripley Formation (Alabama)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper used a Mann-Whitney U test for tests of significance (0.05 alpha w/ Bonferroni adjustments applied for the number of simultaneous stat comparasons) for relative shell thickness and chi-square for all other considerations; only one test was significant: gastopods at the Plio-Pleistocene (B K/T:0.44; G K/T: 0.36; B EO 0.60; G EO: 0.79; B MM: 0.66; G MM: 0.18; B PP: 0.29; G PP: 0.99)","NA",135,,,,,,,,,,,,,,,,,,,,
"Hansen 1999 ECR",2,"EO","Hansen, Thor A., Patricia H. Kelley, Vicky D. Melland, and Scott E. Graham. 1999. Effect of climate-related mass extinctions on escalation in molluscs. Geology 27:1139-1142.","Hansen et al. 1999",1999,"PR","Mollusca","Gastropod","gastropod","species","Escalation","Escalation","Ornament","K/T","K/T","Ripley Formation (Alabama)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper used a Mann-Whitney U test for tests of significance (0.05 alpha w/ Bonferroni adjustments applied for the number of simultaneous stat comparasons) for relative shell thickness and chi-square for all other considerations; only one test was significant: gastopods at the Plio-Pleistocene (B K/T:0.44; G K/T: 0.36; B EO 0.60; G EO: 0.79; B MM: 0.66; G MM: 0.18; B PP: 0.29; G PP: 0.99)",7.29,135,,">0.05",,,,,,,,,,,,,,,,,,
"Hansen 1999 ECR",3,"EO","Hansen, Thor A., Patricia H. Kelley, Vicky D. Melland, and Scott E. Graham. 1999. Effect of climate-related mass extinctions on escalation in molluscs. Geology 27:1139-1142.","Hansen et al. 1999",1999,"PR","Mollusca","Gastropod","gastropod","species","Body Size","Body Size","Narrow Aperture","K/T","K/T","Ripley Formation (Alabama)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper used a Mann-Whitney U test for tests of significance (0.05 alpha w/ Bonferroni adjustments applied for the number of simultaneous stat comparasons) for relative shell thickness and chi-square for all other considerations; only one test was significant: gastopods at the Plio-Pleistocene (B K/T:0.44; G K/T: 0.36; B EO 0.60; G EO: 0.79; B MM: 0.66; G MM: 0.18; B PP: 0.29; G PP: 0.99)",1.63,135,,">0.05",,,,,,,,,,,,,,,,,,
"Hansen 1999 ECR",4,"EO","Hansen, Thor A., Patricia H. Kelley, Vicky D. Melland, and Scott E. Graham. 1999. Effect of climate-related mass extinctions on escalation in molluscs. Geology 27:1139-1142.","Hansen et al. 1999",1999,"PR","Mollusca","Gastropod","gastropod","species","Escalation","Escalation","Thick lip","K/T","K/T","Ripley Formation (Alabama)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper used a Mann-Whitney U test for tests of significance (0.05 alpha w/ Bonferroni adjustments applied for the number of simultaneous stat comparasons) for relative shell thickness and chi-square for all other considerations; only one test was significant: gastopods at the Plio-Pleistocene (B K/T:0.44; G K/T: 0.36; B EO 0.60; G EO: 0.79; B MM: 0.66; G MM: 0.18; B PP: 0.29; G PP: 0.99)",0.28,135,,">0.05",,,,,,,,,,,,,,,,,,
"Hansen 1999 ECR",5,"EO","Hansen, Thor A., Patricia H. Kelley, Vicky D. Melland, and Scott E. Graham. 1999. Effect of climate-related mass extinctions on escalation in molluscs. Geology 27:1139-1142.","Hansen et al. 1999",1999,"PR","Mollusca","Gastropod","gastropod","species","Escalation","Escalation","Apertural teeth","K/T","K/T","Ripley Formation (Alabama)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper used a Mann-Whitney U test for tests of significance (0.05 alpha w/ Bonferroni adjustments applied for the number of simultaneous stat comparasons) for relative shell thickness and chi-square for all other considerations; only one test was significant: gastopods at the Plio-Pleistocene (B K/T:0.44; G K/T: 0.36; B EO 0.60; G EO: 0.79; B MM: 0.66; G MM: 0.18; B PP: 0.29; G PP: 0.99)",0.49,135,,">0.05",,,,,,,,,,,,,,,,,,
"Hansen 1999 ECR",6,"EO","Hansen, Thor A., Patricia H. Kelley, Vicky D. Melland, and Scott E. Graham. 1999. Effect of climate-related mass extinctions on escalation in molluscs. Geology 27:1139-1142.","Hansen et al. 1999",1999,"PR","Mollusca","Gastropod","gastropod","species","Escalation","Escalation","Umbilicus","K/T","K/T","Ripley Formation (Alabama)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper used a Mann-Whitney U test for tests of significance (0.05 alpha w/ Bonferroni adjustments applied for the number of simultaneous stat comparasons) for relative shell thickness and chi-square for all other considerations; only one test was significant: gastopods at the Plio-Pleistocene (B K/T:0.44; G K/T: 0.36; B EO 0.60; G EO: 0.79; B MM: 0.66; G MM: 0.18; B PP: 0.29; G PP: 0.99)",1.35,135,,">0.05",,,,,,,,,,,,,,,,,,
"Hansen 1999 ECR",1,"EO","Hansen, Thor A., Patricia H. Kelley, Vicky D. Melland, and Scott E. Graham. 1999. Effect of climate-related mass extinctions on escalation in molluscs. Geology 27:1139-1142.","Hansen et al. 1999",1999,"PR","Mollusca","Bivalve","bivalve","species","Shell Thickness","Shell Thickness","Thickness","E/O","E/O","Maryland/ supplemented with Mississippi museum collections",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper used a Mann-Whitney U test for tests of significance (0.05 alpha w/ Bonferroni adjustments applied for the number of simultaneous stat comparasons) for relative shell thickness and chi-square for all other considerations; only one test was significant: gastopods at the Plio-Pleistocene (B K/T:0.44; G K/T: 0.36; B EO 0.60; G EO: 0.79; B MM: 0.66; G MM: 0.18; B PP: 0.29; G PP: 0.99)","NA",92,,,,,,,,,,,,,,,,,,,,
"Hansen 1999 ECR",2,"EO","Hansen, Thor A., Patricia H. Kelley, Vicky D. Melland, and Scott E. Graham. 1999. Effect of climate-related mass extinctions on escalation in molluscs. Geology 27:1139-1142.","Hansen et al. 1999",1999,"PR","Mollusca","Bivalve","bivalve","species","Escalation","Escalation","Ornament","E/O","E/O","Maryland/ supplemented with Mississippi museum collections",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper used a Mann-Whitney U test for tests of significance (0.05 alpha w/ Bonferroni adjustments applied for the number of simultaneous stat comparasons) for relative shell thickness and chi-square for all other considerations; only one test was significant: gastopods at the Plio-Pleistocene (B K/T:0.44; G K/T: 0.36; B EO 0.60; G EO: 0.79; B MM: 0.66; G MM: 0.18; B PP: 0.29; G PP: 0.99)",0.82,92,,">0.05",,,,,,,,,,,,,,,,,,
"Hansen 1999 ECR",3,"EO","Hansen, Thor A., Patricia H. Kelley, Vicky D. Melland, and Scott E. Graham. 1999. Effect of climate-related mass extinctions on escalation in molluscs. Geology 27:1139-1142.","Hansen et al. 1999",1999,"PR","Mollusca","Bivalve","bivalve","species","Escalation","Escalation","Crenulated margin","E/O","E/O","Maryland/ supplemented with Mississippi museum collections",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper used a Mann-Whitney U test for tests of significance (0.05 alpha w/ Bonferroni adjustments applied for the number of simultaneous stat comparasons) for relative shell thickness and chi-square for all other considerations; only one test was significant: gastopods at the Plio-Pleistocene (B K/T:0.44; G K/T: 0.36; B EO 0.60; G EO: 0.79; B MM: 0.66; G MM: 0.18; B PP: 0.29; G PP: 0.99)",0.08,92,,">0.05",,,,,,,,,,,,,,,,,,
"Hansen 1999 ECR",4,"EO","Hansen, Thor A., Patricia H. Kelley, Vicky D. Melland, and Scott E. Graham. 1999. Effect of climate-related mass extinctions on escalation in molluscs. Geology 27:1139-1142.","Hansen et al. 1999",1999,"PR","Mollusca","Bivalve","bivalve","species","Escalation","Escalation","Valve overlap","E/O","E/O","Maryland/ supplemented with Mississippi museum collections",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper used a Mann-Whitney U test for tests of significance (0.05 alpha w/ Bonferroni adjustments applied for the number of simultaneous stat comparasons) for relative shell thickness and chi-square for all other considerations; only one test was significant: gastopods at the Plio-Pleistocene (B K/T:0.44; G K/T: 0.36; B EO 0.60; G EO: 0.79; B MM: 0.66; G MM: 0.18; B PP: 0.29; G PP: 0.99)",0.54,92,,">0.05",,,,,,,,,,,,,,,,,,
"Hansen 1999 ECR",1,"EO","Hansen, Thor A., Patricia H. Kelley, Vicky D. Melland, and Scott E. Graham. 1999. Effect of climate-related mass extinctions on escalation in molluscs. Geology 27:1139-1142.","Hansen et al. 1999",1999,"PR","Mollusca","Gastropod","gastropod","species","Shell Thickness","Shell Thickness","Thickness","E/O","E/O","Maryland/ supplemented with Mississippi museum collections",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper used a Mann-Whitney U test for tests of significance (0.05 alpha w/ Bonferroni adjustments applied for the number of simultaneous stat comparasons) for relative shell thickness and chi-square for all other considerations; only one test was significant: gastopods at the Plio-Pleistocene (B K/T:0.44; G K/T: 0.36; B EO 0.60; G EO: 0.79; B MM: 0.66; G MM: 0.18; B PP: 0.29; G PP: 0.99)","NA",92,,,,,,,,,,,,,,,,,,,,
"Hansen 1999 ECR",2,"EO","Hansen, Thor A., Patricia H. Kelley, Vicky D. Melland, and Scott E. Graham. 1999. Effect of climate-related mass extinctions on escalation in molluscs. Geology 27:1139-1142.","Hansen et al. 1999",1999,"PR","Mollusca","Gastropod","gastropod","species","Escalation","Escalation","Ornament","E/O","E/O","Maryland/ supplemented with Mississippi museum collections",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper used a Mann-Whitney U test for tests of significance (0.05 alpha w/ Bonferroni adjustments applied for the number of simultaneous stat comparasons) for relative shell thickness and chi-square for all other considerations; only one test was significant: gastopods at the Plio-Pleistocene (B K/T:0.44; G K/T: 0.36; B EO 0.60; G EO: 0.79; B MM: 0.66; G MM: 0.18; B PP: 0.29; G PP: 0.99)",7.19,92,,">0.05",,,,,,,,,,,,,,,,,,
"Hansen 1999 ECR",3,"EO","Hansen, Thor A., Patricia H. Kelley, Vicky D. Melland, and Scott E. Graham. 1999. Effect of climate-related mass extinctions on escalation in molluscs. Geology 27:1139-1142.","Hansen et al. 1999",1999,"PR","Mollusca","Gastropod","gastropod","species","Body Size","Body Size","Narrow Aperture","E/O","E/O","Maryland/ supplemented with Mississippi museum collections",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper used a Mann-Whitney U test for tests of significance (0.05 alpha w/ Bonferroni adjustments applied for the number of simultaneous stat comparasons) for relative shell thickness and chi-square for all other considerations; only one test was significant: gastopods at the Plio-Pleistocene (B K/T:0.44; G K/T: 0.36; B EO 0.60; G EO: 0.79; B MM: 0.66; G MM: 0.18; B PP: 0.29; G PP: 0.99)",2.94,92,,">0.05",,,,,,,,,,,,,,,,,,
"Hansen 1999 ECR",4,"EO","Hansen, Thor A., Patricia H. Kelley, Vicky D. Melland, and Scott E. Graham. 1999. Effect of climate-related mass extinctions on escalation in molluscs. Geology 27:1139-1142.","Hansen et al. 1999",1999,"PR","Mollusca","Gastropod","gastropod","species","Escalation","Escalation","Thick lip","E/O","E/O","Maryland/ supplemented with Mississippi museum collections",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper used a Mann-Whitney U test for tests of significance (0.05 alpha w/ Bonferroni adjustments applied for the number of simultaneous stat comparasons) for relative shell thickness and chi-square for all other considerations; only one test was significant: gastopods at the Plio-Pleistocene (B K/T:0.44; G K/T: 0.36; B EO 0.60; G EO: 0.79; B MM: 0.66; G MM: 0.18; B PP: 0.29; G PP: 0.99)",0.01,92,,">0.05",,,,,,,,,,,,,,,,,,
"Hansen 1999 ECR",5,"EO","Hansen, Thor A., Patricia H. Kelley, Vicky D. Melland, and Scott E. Graham. 1999. Effect of climate-related mass extinctions on escalation in molluscs. Geology 27:1139-1142.","Hansen et al. 1999",1999,"PR","Mollusca","Gastropod","gastropod","species","Escalation","Escalation","Apertural teeth","E/O","E/O","Maryland/ supplemented with Mississippi museum collections",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper used a Mann-Whitney U test for tests of significance (0.05 alpha w/ Bonferroni adjustments applied for the number of simultaneous stat comparasons) for relative shell thickness and chi-square for all other considerations; only one test was significant: gastopods at the Plio-Pleistocene (B K/T:0.44; G K/T: 0.36; B EO 0.60; G EO: 0.79; B MM: 0.66; G MM: 0.18; B PP: 0.29; G PP: 0.99)",0.01,92,,">0.05",,,,,,,,,,,,,,,,,,
"Hansen 1999 ECR",6,"EO","Hansen, Thor A., Patricia H. Kelley, Vicky D. Melland, and Scott E. Graham. 1999. Effect of climate-related mass extinctions on escalation in molluscs. Geology 27:1139-1142.","Hansen et al. 1999",1999,"PR","Mollusca","Gastropod","gastropod","species","Escalation","Escalation","Umbilicus","E/O","E/O","Maryland/ supplemented with Mississippi museum collections",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper used a Mann-Whitney U test for tests of significance (0.05 alpha w/ Bonferroni adjustments applied for the number of simultaneous stat comparasons) for relative shell thickness and chi-square for all other considerations; only one test was significant: gastopods at the Plio-Pleistocene (B K/T:0.44; G K/T: 0.36; B EO 0.60; G EO: 0.79; B MM: 0.66; G MM: 0.18; B PP: 0.29; G PP: 0.99)",2.16,92,,">0.05",,,,,,,,,,,,,,,,,,
"Hansen 1999 ECR",1,"EO","Hansen, Thor A., Patricia H. Kelley, Vicky D. Melland, and Scott E. Graham. 1999. Effect of climate-related mass extinctions on escalation in molluscs. Geology 27:1139-1142.","Hansen et al. 1999",1999,"PR","Mollusca","Bivalve","bivalve","species","Shell Thickness","Shell Thickness","Thickness","Middle Miocene","Middle Miocene","Calvert Formation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper used a Mann-Whitney U test for tests of significance (0.05 alpha w/ Bonferroni adjustments applied for the number of simultaneous stat comparasons) for relative shell thickness and chi-square for all other considerations; only one test was significant: gastopods at the Plio-Pleistocene (B K/T:0.44; G K/T: 0.36; B EO 0.60; G EO: 0.79; B MM: 0.66; G MM: 0.18; B PP: 0.29; G PP: 0.99)","NA",51,,,,,,,,,,,,,,,,,,,,
"Hansen 1999 ECR",2,"EO","Hansen, Thor A., Patricia H. Kelley, Vicky D. Melland, and Scott E. Graham. 1999. Effect of climate-related mass extinctions on escalation in molluscs. Geology 27:1139-1142.","Hansen et al. 1999",1999,"PR","Mollusca","Bivalve","bivalve","species","Escalation","Escalation","Ornament","Middle Miocene","Middle Miocene","Calvert Formation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper used a Mann-Whitney U test for tests of significance (0.05 alpha w/ Bonferroni adjustments applied for the number of simultaneous stat comparasons) for relative shell thickness and chi-square for all other considerations; only one test was significant: gastopods at the Plio-Pleistocene (B K/T:0.44; G K/T: 0.36; B EO 0.60; G EO: 0.79; B MM: 0.66; G MM: 0.18; B PP: 0.29; G PP: 0.99)",0.22,51,,">0.05",,,,,,,,,,,,,,,,,,
"Hansen 1999 ECR",3,"EO","Hansen, Thor A., Patricia H. Kelley, Vicky D. Melland, and Scott E. Graham. 1999. Effect of climate-related mass extinctions on escalation in molluscs. Geology 27:1139-1142.","Hansen et al. 1999",1999,"PR","Mollusca","Bivalve","bivalve","species","Escalation","Escalation","Crenulated margin","Middle Miocene","Middle Miocene","Calvert Formation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper used a Mann-Whitney U test for tests of significance (0.05 alpha w/ Bonferroni adjustments applied for the number of simultaneous stat comparasons) for relative shell thickness and chi-square for all other considerations; only one test was significant: gastopods at the Plio-Pleistocene (B K/T:0.44; G K/T: 0.36; B EO 0.60; G EO: 0.79; B MM: 0.66; G MM: 0.18; B PP: 0.29; G PP: 0.99)",2.27,51,,">0.05",,,,,,,,,,,,,,,,,,
"Hansen 1999 ECR",4,"EO","Hansen, Thor A., Patricia H. Kelley, Vicky D. Melland, and Scott E. Graham. 1999. Effect of climate-related mass extinctions on escalation in molluscs. Geology 27:1139-1142.","Hansen et al. 1999",1999,"PR","Mollusca","Bivalve","bivalve","species","Escalation","Escalation","Valve overlap","Middle Miocene","Middle Miocene","Calvert Formation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper used a Mann-Whitney U test for tests of significance (0.05 alpha w/ Bonferroni adjustments applied for the number of simultaneous stat comparasons) for relative shell thickness and chi-square for all other considerations; only one test was significant: gastopods at the Plio-Pleistocene (B K/T:0.44; G K/T: 0.36; B EO 0.60; G EO: 0.79; B MM: 0.66; G MM: 0.18; B PP: 0.29; G PP: 0.99)",0.41,51,,">0.05",,,,,,,,,,,,,,,,,,
"Hansen 1999 ECR",1,"EO","Hansen, Thor A., Patricia H. Kelley, Vicky D. Melland, and Scott E. Graham. 1999. Effect of climate-related mass extinctions on escalation in molluscs. Geology 27:1139-1142.","Hansen et al. 1999",1999,"PR","Mollusca","Gastropod","gastropod","species","Shell Thickness","Shell Thickness","Thickness","Middle Miocene","Middle Miocene","Calvert Formation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper used a Mann-Whitney U test for tests of significance (0.05 alpha w/ Bonferroni adjustments applied for the number of simultaneous stat comparasons) for relative shell thickness and chi-square for all other considerations; only one test was significant: gastopods at the Plio-Pleistocene (B K/T:0.44; G K/T: 0.36; B EO 0.60; G EO: 0.79; B MM: 0.66; G MM: 0.18; B PP: 0.29; G PP: 0.99)","NA",51,,,,,,,,,,,,,,,,,,,,
"Hansen 1999 ECR",2,"EO","Hansen, Thor A., Patricia H. Kelley, Vicky D. Melland, and Scott E. Graham. 1999. Effect of climate-related mass extinctions on escalation in molluscs. Geology 27:1139-1142.","Hansen et al. 1999",1999,"PR","Mollusca","Gastropod","gastropod","species","Escalation","Escalation","Ornament","Middle Miocene","Middle Miocene","Calvert Formation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper used a Mann-Whitney U test for tests of significance (0.05 alpha w/ Bonferroni adjustments applied for the number of simultaneous stat comparasons) for relative shell thickness and chi-square for all other considerations; only one test was significant: gastopods at the Plio-Pleistocene (B K/T:0.44; G K/T: 0.36; B EO 0.60; G EO: 0.79; B MM: 0.66; G MM: 0.18; B PP: 0.29; G PP: 0.99)",4.44,51,,">0.05",,,,,,,,,,,,,,,,,,
"Hansen 1999 ECR",3,"EO","Hansen, Thor A., Patricia H. Kelley, Vicky D. Melland, and Scott E. Graham. 1999. Effect of climate-related mass extinctions on escalation in molluscs. Geology 27:1139-1142.","Hansen et al. 1999",1999,"PR","Mollusca","Gastropod","gastropod","species","Body Size","Body Size","Narrow Aperture","Middle Miocene","Middle Miocene","Calvert Formation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper used a Mann-Whitney U test for tests of significance (0.05 alpha w/ Bonferroni adjustments applied for the number of simultaneous stat comparasons) for relative shell thickness and chi-square for all other considerations; only one test was significant: gastopods at the Plio-Pleistocene (B K/T:0.44; G K/T: 0.36; B EO 0.60; G EO: 0.79; B MM: 0.66; G MM: 0.18; B PP: 0.29; G PP: 0.99)",0,51,,">0.05",,,,,,,,,,,,,,,,,,
"Hansen 1999 ECR",4,"EO","Hansen, Thor A., Patricia H. Kelley, Vicky D. Melland, and Scott E. Graham. 1999. Effect of climate-related mass extinctions on escalation in molluscs. Geology 27:1139-1142.","Hansen et al. 1999",1999,"PR","Mollusca","Gastropod","gastropod","species","Escalation","Escalation","Thick lip","Middle Miocene","Middle Miocene","Calvert Formation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper used a Mann-Whitney U test for tests of significance (0.05 alpha w/ Bonferroni adjustments applied for the number of simultaneous stat comparasons) for relative shell thickness and chi-square for all other considerations; only one test was significant: gastopods at the Plio-Pleistocene (B K/T:0.44; G K/T: 0.36; B EO 0.60; G EO: 0.79; B MM: 0.66; G MM: 0.18; B PP: 0.29; G PP: 0.99)",0.96,51,,">0.05",,,,,,,,,,,,,,,,,,
"Hansen 1999 ECR",5,"EO","Hansen, Thor A., Patricia H. Kelley, Vicky D. Melland, and Scott E. Graham. 1999. Effect of climate-related mass extinctions on escalation in molluscs. Geology 27:1139-1142.","Hansen et al. 1999",1999,"PR","Mollusca","Gastropod","gastropod","species","Escalation","Escalation","Apertural teeth","Middle Miocene","Middle Miocene","Calvert Formation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper used a Mann-Whitney U test for tests of significance (0.05 alpha w/ Bonferroni adjustments applied for the number of simultaneous stat comparasons) for relative shell thickness and chi-square for all other considerations; only one test was significant: gastopods at the Plio-Pleistocene (B K/T:0.44; G K/T: 0.36; B EO 0.60; G EO: 0.79; B MM: 0.66; G MM: 0.18; B PP: 0.29; G PP: 0.99)",0.96,51,,">0.05",,,,,,,,,,,,,,,,,,
"Hansen 1999 ECR",6,"EO","Hansen, Thor A., Patricia H. Kelley, Vicky D. Melland, and Scott E. Graham. 1999. Effect of climate-related mass extinctions on escalation in molluscs. Geology 27:1139-1142.","Hansen et al. 1999",1999,"PR","Mollusca","Gastropod","gastropod","species","Escalation","Escalation","Umbilicus","Middle Miocene","Middle Miocene","Calvert Formation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper used a Mann-Whitney U test for tests of significance (0.05 alpha w/ Bonferroni adjustments applied for the number of simultaneous stat comparasons) for relative shell thickness and chi-square for all other considerations; only one test was significant: gastopods at the Plio-Pleistocene (B K/T:0.44; G K/T: 0.36; B EO 0.60; G EO: 0.79; B MM: 0.66; G MM: 0.18; B PP: 0.29; G PP: 0.99)",0.02,51,,">0.05",,,,,,,,,,,,,,,,,,
