,,,,"Biblio info",,,,"Selectivity info",,,,,,,,,,,,,"Odds ratio",,"Log odds ratio",,"Raw numbers",,,,"Percent Extinction",,,"Multivariate Logistic Regression",,,,"Proportions",,,"Nonparametric Tests",,,,,,,,,"Computing d in designs with indpt groups",,,,,,,,,,,,,,,"Computing d in designs with paired groups",,,,,,,,,,,,,,,"Computing d in designs with indpt groups using ANCOVA",,,,,,,,,,,,,,,,,,,,,,,"Computing r w/ indpt grps",,,,,,,,,"Extinction info",,,,,,,,,"Chi Square",,,,,,,"Extinction Rate",,,,,"GLM",,,,,"Mean Species Duration/Longevity",,,,,"Additional Stats",,,,,
146,"Rode 2004 UGU",1,"EO","Rode, A.L. and B.S. Lieberman. 2004. Using GIS to unlock the interactions between biogeography, environment, and evolution in Middle and Late Devonian brachiopods and bivalves. Paleogeography, Paleoclimatology, Paleoecology. 211: 345-359.","Rode and Lieberman 2004",2004,"PR","Mollusca ","Bivalve","bivalve","species","Env Distribution","Env Distribution","Nearshore & Inner Platform","Frasnian","Frasnian","Late Devonian","Frasnian","Laurentia","Field work & Museum collections (refer to Notes)",,,,,12,3,32,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Late Devonian","Pz",,"M",,,,,"Data in excel sheet emailed by author; Museums: American Museum of Natural History, Carnegie Museum of Natural Hist, Museum of Comparative Zoology, Peabody Museum of Natural Hist, Royal Belgium Inst. Of Nat. Sci, U of Iowa Museum of Paleo, U of Michigan Museum of Paleo, U.S. National Museum of Natural Hist.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,"Rode 2004 UGU",2,"EO","Rode, A.L. and B.S. Lieberman. 2004. Using GIS to unlock the interactions between biogeography, environment, and evolution in Middle and Late Devonian brachiopods and bivalves. Paleogeography, Paleoclimatology, Paleoecology. 211: 345-359.","Rode and Lieberman 2004",2004,"PR","Mollusca ","Bivalve","bivalve","species","Env Distribution","Env Distribution","Middle Platform & Inner Platform","Frasnian","Frasnian","Late Devonian","Frasnian","Laurentia","Field work & Museum collections (refer to Notes)",,,,,20,1,32,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Late Devonian","Pz",,"M",,,,,"Data in excel sheet emailed by author; Museums: American Museum of Natural History, Carnegie Museum of Natural Hist, Museum of Comparative Zoology, Peabody Museum of Natural Hist, Royal Belgium Inst. Of Nat. Sci, U of Iowa Museum of Paleo, U of Michigan Museum of Paleo, U.S. National Museum of Natural Hist.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,"Rode 2004 UGU",1,"EO","Rode, A.L. and B.S. Lieberman. 2004. Using GIS to unlock the interactions between biogeography, environment, and evolution in Middle and Late Devonian brachiopods and bivalves. Paleogeography, Paleoclimatology, Paleoecology. 211: 345-359.","Rode and Lieberman 2004",2004,"PR","Mollusca ","Bivalve","bivalve","species","Invasive","Invasive?","Invasive","Frasnian","Frasnian","Late Devonian","Frasnian","Laurentia","Field work & Museum collections (refer to Notes)",,,,,10,0,32,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Late Devonian","Pz",,"M",,,,,"Data in excel sheet emailed by author; Museums: American Museum of Natural History, Carnegie Museum of Natural Hist, Museum of Comparative Zoology, Peabody Museum of Natural Hist, Royal Belgium Inst. Of Nat. Sci, U of Iowa Museum of Paleo, U of Michigan Museum of Paleo, U.S. National Museum of Natural Hist.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,"Rode 2004 UGU",2,"EO","Rode, A.L. and B.S. Lieberman. 2004. Using GIS to unlock the interactions between biogeography, environment, and evolution in Middle and Late Devonian brachiopods and bivalves. Paleogeography, Paleoclimatology, Paleoecology. 211: 345-359.","Rode and Lieberman 2004",2004,"PR","Mollusca ","Bivalve","bivalve","species","Invasive","Invasive?","Non-invasive","Frasnian","Frasnian","Late Devonian","Frasnian","Laurentia","Field work & Museum collections (refer to Notes)",,,,,22,4,32,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Late Devonian","Pz",,"M",,,,,"Data in excel sheet emailed by author; Museums: American Museum of Natural History, Carnegie Museum of Natural Hist, Museum of Comparative Zoology, Peabody Museum of Natural Hist, Royal Belgium Inst. Of Nat. Sci, U of Iowa Museum of Paleo, U of Michigan Museum of Paleo, U.S. National Museum of Natural Hist.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,"Elder 1989 MEP",1,"EO","Elder, William P. 1989. Molluscan extinction patterns across the Cenomanian-Turonian stage boundary in the western interior of the United States. Paleobiology 15: 299-320.","Elder 1989",1989,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Epifaunal","Cenomanian","Cenomanian","Late Cretaceous","Upper Cenomanian","Western Interior U.S",,,,,,15,14,18,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cenomanian-Turonian Stage Boundary (C-T)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,"Elder 1989 MEP",2,"EO","Elder, William P. 1989. Molluscan extinction patterns across the Cenomanian-Turonian stage boundary in the western interior of the United States. Paleobiology 15: 299-320.","Elder 1989",1989,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Infaunal","Cenomanian","Cenomanian","Late Cretaceous","Upper Cenomanian","Western Interior U.S",,,,,,3,8,18,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cenomanian-Turonian Stage Boundary (C-T)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,"Elder 1989 MEP",1,"EO","Elder, William P. 1989. Molluscan extinction patterns across the Cenomanian-Turonian stage boundary in the western interior of the United States. Paleobiology 15: 299-320.","Elder 1989",1989,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Epifaunal","Turonian","Turonian","Late Cretaceous","Lower Turonian/ Watinoceras Zone","Western Interior U.S",,,,,,3,13,3,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cenomanian-Turonian Stage Boundary (C-T)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,"Elder 1989 MEP",2,"EO","Elder, William P. 1989. Molluscan extinction patterns across the Cenomanian-Turonian stage boundary in the western interior of the United States. Paleobiology 15: 299-320.","Elder 1989",1989,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Infaunal","Turonian","Turonian","Late Cretaceous","Lower Turonian/ Watinoceras Zone","Western Interior U.S",,,,,,0,9,3,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cenomanian-Turonian Stage Boundary (C-T)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,"Erwin 1989 PRP",1,"EO","Erwin, Douglas H. 1989. Regional paleoecology of permian gastropod genera, southwestern United States and the end-permian mass extinction. Palaios 4:424-438.","Erwin 1989",1989,"PR","Mollusca","Gastropod","gastropod","genera","Species Richness","Species Richness","Species-poor","Changhsingian","Changhsingian","P/TR","P/TR","53 localities throughout southwestern US","53 localities throughout southwestern US",,,,,39,4,47,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pz",,"M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,"Erwin 1989 PRP",2,"EO","Erwin, Douglas H. 1989. Regional paleoecology of permian gastropod genera, southwestern United States and the end-permian mass extinction. Palaios 4:424-438.","Erwin 1989",1989,"PR","Mollusca","Gastropod","gastropod","genera","Species Richness","Species Richness","Species-rich","Changhsingian","Changhsingian","P/TR","P/TR","53 localities throughout southwestern US","53 localities throughout southwestern US",,,,,8,8,47,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pz",,"M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,"Petuch 1995 MDL",1,"EO","Petuch, Edward J. 1995. Molluscan diversity in the late neogene of florida: evidence for a two-staged mass extinction. Science 270: 275-277.","Petuch 1995",1995,"PR","Mollusca","Gastropod","gastropod","genera","Trophic Level","Diet","Algal film grazers","Piacenzian","Gelasian","Pliocene-Recent","Plio-Pleistocene","Southern Florida","upper Neogene molluscan fossil beds of southern florida",,,,,3,1,35,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cz",,"R",,,,,"data from Table 2 ... Look over again",,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,"Petuch 1995 MDL",2,"EO","Petuch, Edward J. 1995. Molluscan diversity in the late neogene of florida: evidence for a two-staged mass extinction. Science 270: 275-277.","Petuch 1995",1995,"PR","Mollusca","Gastropod","gastropod","genera","Trophic Level","Diet","Sea grass feeders","Piacenzian","Gelasian","Pliocene-Recent","Plio-Pleistocene","Southern Florida","upper Neogene molluscan fossil beds of southern florida",,,,,2,0,35,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cz",,"R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,"Petuch 1995 MDL",3,"EO","Petuch, Edward J. 1995. Molluscan diversity in the late neogene of florida: evidence for a two-staged mass extinction. Science 270: 275-277.","Petuch 1995",1995,"PR","Mollusca","Gastropod","gastropod","genera","Trophic Level","Diet","Suspension-detritus","Piacenzian","Gelasian","Pliocene-Recent","Plio-Pleistocene","Southern Florida","upper Neogene molluscan fossil beds of southern florida",,,,,4,3,35,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cz",,"R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,"Petuch 1995 MDL",4,"EO","Petuch, Edward J. 1995. Molluscan diversity in the late neogene of florida: evidence for a two-staged mass extinction. Science 270: 275-277.","Petuch 1995",1995,"PR","Mollusca","Gastropod","gastropod","genera","Body Size","Diet & Body Size","General carnivores, small","Piacenzian","Gelasian","Pliocene-Recent","Plio-Pleistocene","Southern Florida","upper Neogene molluscan fossil beds of southern florida",,,,,2,5,35,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cz",,"R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,"Petuch 1995 MDL",5,"EO","Petuch, Edward J. 1995. Molluscan diversity in the late neogene of florida: evidence for a two-staged mass extinction. Science 270: 275-277.","Petuch 1995",1995,"PR","Mollusca","Gastropod","gastropod","genera","Body Size","Diet & Body Size","General carnivores, large","Piacenzian","Gelasian","Pliocene-Recent","Plio-Pleistocene","Southern Florida","upper Neogene molluscan fossil beds of southern florida",,,,,9,5,35,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cz",,"R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,"Petuch 1995 MDL",6,"EO","Petuch, Edward J. 1995. Molluscan diversity in the late neogene of florida: evidence for a two-staged mass extinction. Science 270: 275-277.","Petuch 1995",1995,"PR","Mollusca","Gastropod","gastropod","genera","Trophic Level","Diet","Mulluscivores","Piacenzian","Gelasian","Pliocene-Recent","Plio-Pleistocene","Southern Florida","upper Neogene molluscan fossil beds of southern florida",,,,,8,12,35,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cz",,"R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,"Petuch 1995 MDL",7,"EO","Petuch, Edward J. 1995. Molluscan diversity in the late neogene of florida: evidence for a two-staged mass extinction. Science 270: 275-277.","Petuch 1995",1995,"PR","Mollusca","Gastropod","gastropod","genera","Trophic Level","Diet","Vermivores","Piacenzian","Gelasian","Pliocene-Recent","Plio-Pleistocene","Southern Florida","upper Neogene molluscan fossil beds of southern florida",,,,,2,6,35,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cz",,"R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,"Petuch 1995 MDL",8,"EO","Petuch, Edward J. 1995. Molluscan diversity in the late neogene of florida: evidence for a two-staged mass extinction. Science 270: 275-277.","Petuch 1995",1995,"PR","Mollusca","Gastropod","gastropod","genera","Trophic Level","Diet","Specialized suctorial","Piacenzian","Gelasian","Pliocene-Recent","Plio-Pleistocene","Southern Florida","upper Neogene molluscan fossil beds of southern florida",,,,,5,4,35,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cz",,"R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,"Vermeij 1986 EDT",1,"EO","Vermeij, Geerat J., and Edward Petuch. 1986. Differential extinction in tropical american molluscs: edemism, architecture, and the panama land bridge. Malacologia. 27: 29-41.","Vermeij and Petuch 1986",1986,"PR","Mollusca","Gastropod","gastropod","species","Geographic Range","Geographic Range","Endemic ","Gelasian","Recent","Pliocene-Recent","post-Pliocene","Caloosahatchian",,,,,,25,25,50,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cz",,"B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,"Vermeij 1986 EDT",2,"EO","Vermeij, Geerat J., and Edward Petuch. 1986. Differential extinction in tropical american molluscs: edemism, architecture, and the panama land bridge. Malacologia. 27: 29-41.","Vermeij and Petuch 1986",1986,"PR","Mollusca","Gastropod","gastropod","species","Geographic Range","Geographic Range","Cosmospolitan","Gelasian","Recent","Pliocene-Recent","post-Pliocene","Caloosahatchian",,,,,,25,77,50,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cz",,"B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,"Vermeij 1986 EDT",1,"EO","Vermeij, Geerat J., and Edward Petuch. 1986. Differential extinction in tropical american molluscs: edemism, architecture, and the panama land bridge. Malacologia. 27: 29-41.","Vermeij and Petuch 1986",1986,"PR","Mollusca","Gastropod","gastropod","species","Geographic Range","Geographic Range","Endemic ","Gelasian","Recent","Pliocene-Recent","post-Pliocene","Atlantic Gatunian",,,,,,19,15,40,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cz",,"B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,"Vermeij 1986 EDT",2,"EO","Vermeij, Geerat J., and Edward Petuch. 1986. Differential extinction in tropical american molluscs: edemism, architecture, and the panama land bridge. Malacologia. 27: 29-41.","Vermeij and Petuch 1986",1986,"PR","Mollusca","Gastropod","gastropod","species","Geographic Range","Geographic Range","Cosmospolitan","Gelasian","Recent","Pliocene-Recent","post-Pliocene","Atlantic Gatunian",,,,,,21,81,40,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cz",,"B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,"Vermeij 1986 EDT",1,"EO","Vermeij, Geerat J., and Edward Petuch. 1986. Differential extinction in tropical american molluscs: edemism, architecture, and the panama land bridge. Malacologia. 27: 29-41.","Vermeij and Petuch 1986",1986,"PR","Mollusca","Gastropod","gastropod","species","Geographic Range","Geographic Range","Endemic","Gelasian","Recent","Pliocene-Recent","post-Pliocene","Pacific Gatunian",,,,,,6,4,21,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cz",,"B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,"Vermeij 1986 EDT",2,"EO","Vermeij, Geerat J., and Edward Petuch. 1986. Differential extinction in tropical american molluscs: edemism, architecture, and the panama land bridge. Malacologia. 27: 29-41.","Vermeij and Petuch 1986",1986,"PR","Mollusca","Gastropod","gastropod","species","Geographic Range","Geographic Range","Cosmospolitan","Gelasian","Recent","Pliocene-Recent","post-Pliocene","Pacific Gatunian",,,,,,15,87,21,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cz",,"B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,"Vermeij 1986 EDT",1,"EO","Vermeij, Geerat J., and Edward Petuch. 1986. Differential extinction in tropical american molluscs: edemism, architecture, and the panama land bridge. Malacologia. 27: 29-41.","Vermeij and Petuch 1986",1986,"PR","Mollusca","Gastropod","gastropod","species","Body Size","Aperature Size","Broad","Gelasian","Recent","Pliocene-Recent","post-Pliocene","Caloosahatchian",,,,,,32,42,56,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cz",,"B",,,,,"the analysis in paper (Table 2) includes a distinction b/w soft and hard bottom (possibly assoc. with larval types that I decided not to include in the excel sheet)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,"Vermeij 1986 EDT",2,"EO","Vermeij, Geerat J., and Edward Petuch. 1986. Differential extinction in tropical american molluscs: edemism, architecture, and the panama land bridge. Malacologia. 27: 29-41.","Vermeij and Petuch 1986",1986,"PR","Mollusca","Gastropod","gastropod","species","Body Size","Aperature Size","Narrow","Gelasian","Recent","Pliocene-Recent","post-Pliocene","Caloosahatchian",,,,,,24,39,56,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cz",,"B",,,,,"the analysis in paper (Table 2) includes a distinction b/w soft and hard bottom (possibly assoc. with larval types that I decided not to include in the excel sheet)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,"Vermeij 1986 EDT",1,"EO","Vermeij, Geerat J., and Edward Petuch. 1986. Differential extinction in tropical american molluscs: edemism, architecture, and the panama land bridge. Malacologia. 27: 29-41.","Vermeij and Petuch 1986",1986,"PR","Mollusca","Gastropod","gastropod","species","Body Size","Aperature Size","Broad","Gelasian","Recent","Pliocene-Recent","post-Pliocene","Atlantic Gatunian",,,,,,28,49,61,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cz",,"B",,,,,"the analysis in paper (Table 2) includes a distinction b/w soft and hard bottom (possibly assoc. with larval types that I decided not to include in the excel sheet)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,"Vermeij 1986 EDT",2,"EO","Vermeij, Geerat J., and Edward Petuch. 1986. Differential extinction in tropical american molluscs: edemism, architecture, and the panama land bridge. Malacologia. 27: 29-41.","Vermeij and Petuch 1986",1986,"PR","Mollusca","Gastropod","gastropod","species","Body Size","Aperature Size","Narrow","Gelasian","Recent","Pliocene-Recent","post-Pliocene","Atlantic Gatunian",,,,,,33,71,61,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cz",,"B",,,,,"the analysis in paper (Table 2) includes a distinction b/w soft and hard bottom (possibly assoc. with larval types that I decided not to include in the excel sheet)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,"Vermeij 1986 EDT",1,"EO","Vermeij, Geerat J., and Edward Petuch. 1986. Differential extinction in tropical american molluscs: edemism, architecture, and the panama land bridge. Malacologia. 27: 29-41.","Vermeij and Petuch 1986",1986,"PR","Mollusca","Gastropod","gastropod","species","Body Size","Aperature Size","Broad","Gelasian","Recent","Pliocene-Recent","post-Pliocene","Pacific Gatunian",,,,,,13,53,24,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cz",,"B",,,,,"the analysis in paper (Table 2) includes a distinction b/w soft and hard bottom (possibly assoc. with larval types that I decided not to include in the excel sheet)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,"Vermeij 1986 EDT",2,"EO","Vermeij, Geerat J., and Edward Petuch. 1986. Differential extinction in tropical american molluscs: edemism, architecture, and the panama land bridge. Malacologia. 27: 29-41.","Vermeij and Petuch 1986",1986,"PR","Mollusca","Gastropod","gastropod","species","Body Size","Aperature Size","Narrow","Gelasian","Recent","Pliocene-Recent","post-Pliocene","Pacific Gatunian",,,,,,11,64,24,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cz",,"B",,,,,"the analysis in paper (Table 2) includes a distinction b/w soft and hard bottom (possibly assoc. with larval types that I decided not to include in the excel sheet)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,"Aberhan 2003 SEA",1,"EO","Aberhan, Martin and T.K. Baumiller. 2003. Selective extinction among early Jurassic bivalves: a consequence of anoxia. Geology 31:1077-1080.","Aberhan and Baumiller 2003",2003,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Infaunal","Hettangian","Hettangian","Early Jurassic","Hettangian","Northwest Europe",,,,,,4,29,7,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mz",,,"anoxia (paper)",,,,"Raw data (saved on computer) also has data for endemic epifuanal/ infuanal and cosmo epi/in",,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,"Aberhan 2003 SEA",2,"EO","Aberhan, Martin and T.K. Baumiller. 2003. Selective extinction among early Jurassic bivalves: a consequence of anoxia. Geology 31:1077-1080.","Aberhan and Baumiller 2003",2003,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Epifauna","Hettangian","Hettangian","Early Jurassic","Hettangian","Northwest Europe",,,,,,3,26,7,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mz",,,,,,,"Raw data (saved on computer) also has data for endemic epifuanal/ infuanal and cosmo epi/in",,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,"Aberhan 2003 SEA",3,"EO","Aberhan, Martin and T.K. Baumiller. 2003. Selective extinction among early Jurassic bivalves: a consequence of anoxia. Geology 31:1077-1080.","Aberhan and Baumiller 2003",2003,"PR","Mollusca","Bivalve","bivalve","species","Geographic Range","Geographic Range","Endemic","Hettangian","Hettangian","Early Jurassic","Hettangian","Northwest Europe",,,,,,6,8,7,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mz",,,,,,,"Raw data (saved on computer) also has data for endemic epifuanal/ infuanal and cosmo epi/in",,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,"Aberhan 2003 SEA",4,"EO","Aberhan, Martin and T.K. Baumiller. 2003. Selective extinction among early Jurassic bivalves: a consequence of anoxia. Geology 31:1077-1080.","Aberhan and Baumiller 2003",2003,"PR","Mollusca","Bivalve","bivalve","species","Geographic Range","Geographic Range","Cosmospolitan","Hettangian","Hettangian","Early Jurassic","Hettangian","Northwest Europe",,,,,,1,47,7,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mz",,,,,,,"Raw data (saved on computer) also has data for endemic epifuanal/ infuanal and cosmo epi/in",,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,"Aberhan 2003 SEA",1,"EO","Aberhan, Martin and T.K. Baumiller. 2003. Selective extinction among early Jurassic bivalves: a consequence of anoxia. Geology 31:1077-1080.","Aberhan and Baumiller 2003",2003,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Infaunal","Sinemurian","Sinemurian","Early Jurassic","Early Sinemurian","Northwest Europe",,,,,,1,29,4,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mz",,,,,,,"Raw data (saved on computer) also has data for endemic epifuanal/ infuanal and cosmo epi/in",,,,,,,,,,,,,,,,,,,,,,,,,,,,
